n_rows,n_features,pca_components,n_neighbors,explained_variance,orig_knn_accuracy,orig_knn_precision,orig_knn_recall,orig_knn_f1_score,orig_knn_fit_time,orig_knn_predict_time,orig_knn_total_time,orig_kdtree_accuracy,orig_kdtree_precision,orig_kdtree_recall,orig_kdtree_f1_score,orig_kdtree_fit_time,orig_kdtree_predict_time,orig_kdtree_total_time,pca_knn_accuracy,pca_knn_precision,pca_knn_recall,pca_knn_f1_score,pca_knn_fit_time,pca_knn_predict_time,pca_knn_total_time,pca_kdtree_accuracy,pca_kdtree_precision,pca_kdtree_recall,pca_kdtree_f1_score,pca_kdtree_fit_time,pca_kdtree_predict_time,pca_kdtree_total_time,pca_knn_accuracy_diff,pca_kdtree_accuracy_diff,pca_knn_time_improvement,pca_kdtree_time_improvement
1000,30,15,5,0.7177904658429228,0.64,0.6227524017841826,0.64,0.6240995064125905,0.0030074119567871,0.0276381969451904,0.0306456089019775,0.64,0.6227524017841826,0.64,0.6240995064125905,0.0040063858032226,0.054079532623291,0.0580859184265136,0.655,0.6394114583333333,0.655,0.6358522427110453,0.00150728225708,0.0267059803009033,0.0282132625579834,0.655,0.6394114583333333,0.655,0.6358522427110453,0.0025134086608886,0.0531506538391113,0.0556640625,0.015,0.015,0.0793701424492558,0.04169437261421
1000,30,20,5,0.8718061060460226,0.64,0.6227524017841826,0.64,0.6240995064125905,0.0015332698822021,0.0248863697052001,0.0264196395874023,0.64,0.6227524017841826,0.64,0.6240995064125905,0.0040013790130615,0.0530681610107421,0.0570695400238037,0.64,0.6248201495474223,0.64,0.6206268059320033,0.0025136470794677,0.0226132869720459,0.0251269340515136,0.64,0.6248201495474223,0.64,0.6206268059320033,0.0035197734832763,0.0521812438964843,0.0557010173797607,0.0,0.0,0.0489297188030177,0.0239799136890214
1000,30,25,5,0.9739230353793452,0.64,0.6227524017841826,0.64,0.6240995064125905,0.0025136470794677,0.0247602462768554,0.0272738933563232,0.64,0.6227524017841826,0.64,0.6240995064125905,0.0029997825622558,0.0563604831695556,0.0593602657318115,0.645,0.6257023809523808,0.645,0.6259455469427138,0.002504825592041,0.0210523605346679,0.0235571861267089,0.645,0.6257023809523808,0.645,0.6259455469427138,0.0050225257873535,0.0521063804626464,0.05712890625,0.005,0.005,0.136273438524411,0.0375901194899086
1000,40,3,5,0.2250115661640727,0.65,0.6373908554572272,0.65,0.6358610733658127,0.00199556350708,0.0270977020263671,0.0290932655334472,0.65,0.6373908554572272,0.65,0.6358610733658127,0.0060474872589111,0.0526413917541503,0.0586888790130615,0.52,0.5093303765030555,0.52,0.5081179653679653,0.0015070438385009,0.0225465297698974,0.0240535736083984,0.52,0.5093303765030555,0.52,0.5081179653679653,0.0019986629486083,0.0531537532806396,0.055152416229248,-0.13,-0.13,0.1732253781980889,0.0602578008522946
1000,40,5,5,0.3151468634224156,0.65,0.6373908554572272,0.65,0.6358610733658127,0.0035114288330078,0.0239291191101074,0.0274405479431152,0.65,0.6373908554572272,0.65,0.6358610733658127,0.005000352859497,0.0580215454101562,0.0630218982696533,0.645,0.6169170613398517,0.645,0.6287384679802366,0.0019981861114501,0.0254640579223632,0.0274622440338134,0.645,0.6169170613398517,0.645,0.6287384679802366,0.0019996166229248,0.0580427646636962,0.060042381286621,-0.005,-0.005,-0.0007906580707943,0.0472774871090631
1000,40,10,5,0.4789308753692001,0.65,0.6373908554572272,0.65,0.6358610733658127,0.0025117397308349,0.0260462760925292,0.0285580158233642,0.65,0.6373908554572272,0.65,0.6358610733658127,0.0055170059204101,0.0567984580993652,0.0623154640197753,0.61,0.6143941537010844,0.61,0.6003747417199231,0.0025138854980468,0.0250589847564697,0.0275728702545166,0.61,0.6143941537010844,0.61,0.6003747417199231,0.0035126209259033,0.0481886863708496,0.0517013072967529,-0.04,-0.04,0.0344962890608694,0.1703294180663427
1000,40,15,5,0.624896903225863,0.65,0.6373908554572272,0.65,0.6358610733658127,0.0040030479431152,0.0272474288940429,0.0312504768371582,0.65,0.6373908554572272,0.65,0.6358610733658127,0.0057089328765869,0.056610107421875,0.0623190402984619,0.615,0.6245277777777778,0.615,0.6045871025526197,0.002000093460083,0.0240399837493896,0.0260400772094726,0.615,0.6245277777777778,0.615,0.6045871025526197,0.0035123825073242,0.0553152561187744,0.0588276386260986,-0.035,-0.035,0.1667302439843142,0.0560246379861124
1000,40,20,5,0.7582051872184862,0.65,0.6373908554572272,0.65,0.6358610733658127,0.0035130977630615,0.024571418762207,0.0280845165252685,0.65,0.6373908554572272,0.65,0.6358610733658127,0.0039985179901123,0.0562307834625244,0.0602293014526367,0.595,0.6091129822412737,0.595,0.5789957421295449,0.0020003318786621,0.0221071243286132,0.0241074562072753,0.595,0.6091129822412737,0.595,0.5789957421295449,0.0030179023742675,0.0542099475860595,0.0572278499603271,-0.055,-0.055,0.1416104248906999,0.049833742379859
1000,40,25,5,0.8790790129864006,0.65,0.6373908554572272,0.65,0.6358610733658127,0.0045187473297119,0.0307965278625488,0.0353152751922607,0.65,0.6373908554572272,0.65,0.6358610733658127,0.0060007572174072,0.0615341663360595,0.0675349235534668,0.61,0.6240423423423423,0.61,0.5947505203426257,0.0025162696838378,0.0271639823913574,0.0296802520751953,0.61,0.6240423423423423,0.61,0.5947505203426257,0.0040111541748046,0.0607755184173584,0.064786672592163,-0.04,-0.04,0.159563335876265,0.0406937746679752
1000,54,3,5,0.1818468082602944,0.63,0.6189328078078079,0.63,0.6171801407908485,0.0039503574371337,0.0273802280426025,0.0313305854797363,0.63,0.6189328078078079,0.63,0.6171801407908485,0.0065162181854248,0.053781509399414,0.0602977275848388,0.545,0.543253167098682,0.545,0.5315553521484871,0.0015065670013427,0.0225782394409179,0.0240848064422607,0.545,0.543253167098682,0.545,0.5315553521484871,0.0015053749084472,0.0521395206451416,0.0536448955535888,-0.0849999999999999,-0.0849999999999999,0.2312685488166806,0.1103330473256967
1000,54,5,5,0.2549607266140486,0.63,0.6189328078078079,0.63,0.6171801407908485,0.0030004978179931,0.0294206142425537,0.0324211120605468,0.63,0.6189328078078079,0.63,0.6171801407908485,0.0069966316223144,0.0579125881195068,0.0649092197418212,0.63,0.6021794871794872,0.63,0.6127151404430236,0.0019943714141845,0.0251469612121582,0.0271413326263427,0.63,0.6021794871794872,0.63,0.6127151404430236,0.0020036697387695,0.0593428611755371,0.0613465309143066,0.0,0.0,0.1628500411813154,0.0548872539476729
1000,54,10,5,0.3882652697240656,0.63,0.6189328078078079,0.63,0.6171801407908485,0.0039281845092773,0.0316929817199707,0.035621166229248,0.63,0.6189328078078079,0.63,0.6171801407908485,0.0076959133148193,0.0593090057373046,0.067004919052124,0.62,0.6171770647653,0.62,0.6107412829760664,0.0025122165679931,0.0240869522094726,0.0265991687774658,0.62,0.6171770647653,0.62,0.6107412829760664,0.0030853748321533,0.0532941818237304,0.0563795566558837,-0.01,-0.01,0.2532763075110772,0.158575856019983
1000,54,15,5,0.5114145856751217,0.63,0.6189328078078079,0.63,0.6171801407908485,0.0040016174316406,0.0248496532440185,0.0288512706756591,0.63,0.6189328078078079,0.63,0.6171801407908485,0.0057630538940429,0.0576992034912109,0.0634622573852539,0.615,0.6264349298500241,0.615,0.6062846653411516,0.0025036334991455,0.0242872238159179,0.0267908573150634,0.615,0.6264349298500241,0.615,0.6062846653411516,0.0030155181884765,0.055110216140747,0.0581257343292236,-0.015,-0.015,0.0714149953310029,0.0840897137275527
1000,54,20,5,0.6260441392188215,0.63,0.6189328078078079,0.63,0.6171801407908485,0.0035183429718017,0.0273973941802978,0.0309157371520996,0.63,0.6189328078078079,0.63,0.6171801407908485,0.0065128803253173,0.0564863681793212,0.0629992485046386,0.605,0.6163893762183236,0.605,0.5961514728402719,0.0035133361816406,0.0220563411712646,0.0255696773529052,0.605,0.6163893762183236,0.605,0.5961514728402719,0.0029985904693603,0.0536489486694335,0.0566475391387939,-0.025,-0.025,0.1729235752294285,0.1008219862396778
