n_rows,n_features,n_neighbors,knn_accuracy,knn_precision,knn_recall,knn_f1_score,knn_fit_time,knn_predict_time,knn_total_time,kdtree_accuracy,kdtree_precision,kdtree_recall,kdtree_f1_score,kdtree_fit_time,kdtree_predict_time,kdtree_total_time,accuracy_difference,time_difference,kdtree_faster
5000,10,7,0.723,0.7144662798813469,0.723,0.7150589366368318,0.0010912418365478,0.0773987770080566,0.0784900188446044,0.723,0.7144662798813469,0.723,0.7150589366368318,0.0105218887329101,0.1047141551971435,0.1152360439300537,0.0,-0.0367460250854492,False
5000,10,9,0.725,0.7185144643920701,0.725,0.7183217973942112,0.0010063648223876,0.0719871520996093,0.072993516921997,0.725,0.7185144643920701,0.725,0.7183217973942112,0.008523941040039,0.1109035015106201,0.1194274425506591,0.0,-0.0464339256286621,False
5000,10,11,0.718,0.7095561879696863,0.718,0.7095474675770107,0.0010068416595458,0.0735313892364502,0.0745382308959961,0.718,0.7095561879696863,0.718,0.7095474675770107,0.0085079669952392,0.1046986579895019,0.1132066249847412,0.0,-0.0386683940887451,False
5000,10,15,0.719,0.7062638366727955,0.719,0.7072022307154218,0.0019989013671875,0.0723581314086914,0.0743570327758789,0.719,0.7062638366727955,0.719,0.7072022307154218,0.0095160007476806,0.1119370460510253,0.121453046798706,0.0,-0.0470960140228271,False
5000,20,3,0.735,0.7308090217624227,0.735,0.7309408670263998,0.0009996891021728,0.0790560245513916,0.0800557136535644,0.735,0.7308090217624227,0.735,0.7309408670263998,0.0165462493896484,0.1188228130340576,0.135369062423706,0.0,-0.0553133487701416,False
5000,20,5,0.732,0.7263020976568387,0.732,0.7224432785000843,0.0020029544830322,0.0748534202575683,0.0768563747406005,0.732,0.7263020976568387,0.732,0.7224432785000843,0.0166561603546142,0.1075701713562011,0.1242263317108154,0.0,-0.0473699569702148,False
5000,20,7,0.739,0.7308327525148911,0.739,0.7296028112566529,0.0019989013671875,0.0671215057373046,0.0691204071044921,0.739,0.7308327525148911,0.739,0.7296028112566529,0.016531229019165,0.1136298179626464,0.1301610469818115,0.0,-0.0610406398773193,False
5000,20,9,0.739,0.729205867656684,0.739,0.7268907612595692,0.0010075569152832,0.0681459903717041,0.0691535472869873,0.739,0.729205867656684,0.739,0.7268907612595692,0.0176832675933837,0.1183400154113769,0.1360232830047607,0.0,-0.0668697357177734,False
5000,20,11,0.737,0.7348229360645562,0.737,0.7241470434937534,0.0019984245300292,0.0733473300933837,0.075345754623413,0.737,0.7348229360645562,0.737,0.7241470434937534,0.0155329704284667,0.10776948928833,0.1233024597167968,0.0,-0.0479567050933837,False
5000,20,15,0.727,0.7105378454296994,0.727,0.712303580551893,0.002000093460083,0.0724413394927978,0.0744414329528808,0.727,0.7105378454296994,0.727,0.712303580551893,0.0135371685028076,0.117286205291748,0.1308233737945556,0.0,-0.0563819408416748,False
5000,30,3,0.733,0.7271153437293203,0.733,0.7276751140170166,0.002507209777832,0.0755317211151123,0.0780389308929443,0.733,0.7271153437293203,0.733,0.7276751140170166,0.0255942344665527,0.1227190494537353,0.148313283920288,0.0,-0.0702743530273437,False
5000,30,5,0.713,0.7042438376771696,0.713,0.7051455439287279,0.0021367073059082,0.0745489597320556,0.0766856670379638,0.713,0.7042438376771696,0.713,0.7051455439287279,0.024754524230957,0.1144556999206543,0.1392102241516113,0.0,-0.0625245571136474,False
5000,30,7,0.718,0.7137116433884109,0.718,0.7110185482027949,0.0019991397857666,0.0718443393707275,0.0738434791564941,0.718,0.7137116433884109,0.718,0.7110185482027949,0.0225403308868408,0.111351728439331,0.1338920593261718,0.0,-0.0600485801696777,False
5000,30,9,0.71,0.7026978606038486,0.71,0.7019567666097658,0.0010068416595458,0.0727710723876953,0.0737779140472412,0.71,0.7026978606038486,0.71,0.7019567666097658,0.0258326530456542,0.1215746402740478,0.1474072933197021,0.0,-0.0736293792724609,False
5000,30,11,0.719,0.7040519218790631,0.719,0.7061714210438305,0.0021841526031494,0.0736868381500244,0.0758709907531738,0.719,0.7040519218790631,0.719,0.7061714210438305,0.0247268676757812,0.1166670322418212,0.1413938999176025,0.0,-0.0655229091644287,False
5000,30,15,0.719,0.7025200080282681,0.719,0.7050519702418186,0.0009996891021728,0.0728447437286377,0.0738444328308105,0.719,0.7025200080282681,0.719,0.7050519702418186,0.0252635478973388,0.1195836067199707,0.1448471546173095,0.0,-0.071002721786499,False
5000,40,3,0.715,0.7112871345029241,0.715,0.7113333656781807,0.0045318603515625,0.0852971076965332,0.0898289680480957,0.715,0.7112871345029241,0.715,0.7113333656781807,0.0307939052581787,0.1262829303741455,0.1570768356323242,0.0,-0.0672478675842285,False
5000,40,5,0.709,0.7026218116459815,0.709,0.7020985349970665,0.0019974708557128,0.0792558193206787,0.0812532901763916,0.709,0.7026218116459815,0.709,0.7020985349970665,0.0270946025848388,0.1270704269409179,0.1541650295257568,0.0,-0.0729117393493652,False
5000,40,7,0.704,0.697834609962406,0.704,0.6966411388131688,0.0024013519287109,0.0762069225311279,0.0786082744598388,0.704,0.697834609962406,0.704,0.6966411388131688,0.0260822772979736,0.1202998161315918,0.1463820934295654,0.0,-0.0677738189697265,False
5000,40,9,0.683,0.6716516421261488,0.683,0.6728632768417712,0.0019977092742919,0.0713474750518798,0.0733451843261718,0.683,0.6716516421261488,0.683,0.6728632768417712,0.0301184654235839,0.1149039268493652,0.1450223922729492,0.0,-0.0716772079467773,False
5000,40,11,0.689,0.6851072233779324,0.689,0.6766240812494448,0.0025100708007812,0.0750939846038818,0.077604055404663,0.689,0.6851072233779324,0.689,0.6766240812494448,0.0340933799743652,0.1301612854003906,0.1642546653747558,0.0,-0.0866506099700927,False
5000,40,15,0.694,0.6786274082064934,0.694,0.6807119160733547,0.0019969940185546,0.0697104930877685,0.0717074871063232,0.694,0.6786274082064934,0.694,0.6807119160733547,0.0292656421661376,0.1271924972534179,0.1564581394195556,0.0,-0.0847506523132324,False
5000,54,3,0.717,0.7131654707980921,0.717,0.7132711894516826,0.0025205612182617,0.0742509365081787,0.0767714977264404,0.717,0.7131654707980921,0.717,0.7132711894516826,0.0328814983367919,0.1276946067810058,0.1605761051177978,0.0,-0.0838046073913574,False
5000,54,5,0.709,0.7024643585183892,0.709,0.7020137287412954,0.0021522045135498,0.0780279636383056,0.0801801681518554,0.709,0.7024643585183892,0.709,0.7020137287412954,0.0375072956085205,0.1245677471160888,0.1620750427246093,0.0,-0.0818948745727539,False
5000,54,7,0.706,0.6995223691651197,0.706,0.698455491629187,0.0025117397308349,0.0702497959136962,0.0727615356445312,0.706,0.6995223691651197,0.706,0.698455491629187,0.0426056385040283,0.1274077892303466,0.170013427734375,0.0,-0.0972518920898437,False
5000,54,9,0.687,0.6755448661764739,0.687,0.6769024857084199,0.0025086402893066,0.0721011161804199,0.0746097564697265,0.687,0.6755448661764739,0.687,0.6769024857084199,0.0433986186981201,0.1419439315795898,0.1853425502777099,0.0,-0.1107327938079834,False
5000,54,11,0.691,0.6870736207880894,0.691,0.6787003301014662,0.0034816265106201,0.0792164802551269,0.082698106765747,0.691,0.6870736207880894,0.691,0.6787003301014662,0.0380642414093017,0.1233503818511962,0.161414623260498,0.0,-0.0787165164947509,False
5000,54,15,0.692,0.6757695736304314,0.692,0.6781927769058324,0.001997947692871,0.0843210220336914,0.0863189697265625,0.692,0.6757695736304314,0.692,0.6781927769058324,0.0338752269744873,0.1235697269439697,0.157444953918457,0.0,-0.0711259841918945,False
25000,5,3,0.6246,0.6144829301839081,0.6246,0.6174645267088152,0.002120018005371,0.3578455448150635,0.3599655628204345,0.6154,0.6054540335164567,0.6154,0.6087118664929898,0.0215551853179931,0.3084971904754638,0.330052375793457,-0.0092,0.0299131870269775,True
25000,5,5,0.64,0.6285090326695466,0.64,0.6303891442388815,0.0025110244750976,0.354264497756958,0.3567755222320556,0.6454,0.6331406090602174,0.6454,0.6358445072152447,0.0194549560546875,0.3173084259033203,0.3367633819580078,0.0053999999999999,0.0200121402740478,True
25000,5,7,0.6636,0.6512648673733711,0.6636,0.6528157628106125,0.0030038356781005,0.3607990741729736,0.3638029098510742,0.6626,0.6497284555547386,0.6626,0.6504837596598686,0.019716739654541,0.3119668960571289,0.3316836357116699,-0.001,0.0321192741394043,True
25000,5,9,0.6686,0.6508236600224875,0.6686,0.6560441225801485,0.0030012130737304,0.3639729022979736,0.3669741153717041,0.6678,0.648835044842668,0.6678,0.654442363238639,0.0190443992614746,0.3094329833984375,0.3284773826599121,-0.0008,0.0384967327117919,True
25000,5,11,0.676,0.6591158979430259,0.676,0.6633541537029707,0.002131700515747,0.3571209907531738,0.3592526912689209,0.676,0.659478339387187,0.676,0.6630931030150446,0.0180165767669677,0.3069310188293457,0.3249475955963135,0.0,0.0343050956726074,True
25000,5,15,0.6764,0.6591165630573337,0.6764,0.6631603357741886,0.0030004978179931,0.3679907321929931,0.3709912300109863,0.6764,0.6591269862214767,0.6764,0.6628490715274408,0.0169155597686767,0.2962043285369873,0.313119888305664,0.0,0.0578713417053222,True
25000,10,3,0.7082,0.7059756615051003,0.7082,0.7056444863640559,0.002000093460083,0.3615663051605224,0.3635663986206054,0.7082,0.7059756615051003,0.7082,0.7056444863640559,0.0298295021057128,0.8847050666809082,0.9145345687866212,0.0,-0.5509681701660156,False
25000,10,5,0.7188,0.7163770993118176,0.7188,0.7155277273581351,0.0019974708557128,0.3654763698577881,0.367473840713501,0.7186,0.7161892590297303,0.7186,0.7153376629144846,0.0303564071655273,0.9218432903289796,0.9521996974945068,-0.0001999999999999,-0.5847258567810059,False
25000,10,7,0.7244,0.7210001362652735,0.7244,0.7207166583494816,0.0055141448974609,0.3639888763427734,0.3695030212402344,0.7248,0.7214008687268297,0.7248,0.7211280286435283,0.0327076911926269,0.9450843334197998,0.9777920246124268,0.0003999999999999,-0.6082890033721924,False
25000,10,9,0.7236,0.7202773965505936,0.7236,0.7197456290125323,0.0035042762756347,0.3859403133392334,0.3894445896148681,0.7236,0.7202773965505936,0.7236,0.7197456290125323,0.0312345027923584,0.8676645755767822,0.8988990783691406,0.0,-0.5094544887542725,False
25000,10,11,0.723,0.7189001769254463,0.723,0.7183288252500842,0.0025186538696289,0.3829555511474609,0.3854742050170898,0.723,0.7189001769254463,0.723,0.7183288252500842,0.0289561748504638,0.9886140823364258,1.0175702571868896,0.0,-0.6320960521697998,False
25000,10,15,0.7294,0.725188918195137,0.7294,0.7246373012238108,0.0039994716644287,0.4196956157684326,0.4236950874328613,0.7296,0.7253897286466902,0.7296,0.7248418010715982,0.0341866016387939,1.1067867279052734,1.1409733295440674,0.0001999999999999,-0.717278242111206,False
25000,20,3,0.7906,0.7888719909707217,0.7906,0.7885315835905646,0.0032079219818115,0.6222133636474609,0.6254212856292725,0.7906,0.7888719909707217,0.7906,0.7885315835905646,0.0701668262481689,1.392242431640625,1.462409257888794,0.0,-0.8369879722595215,False
25000,20,5,0.7882,0.784762810405414,0.7882,0.7839919320930937,0.0025055408477783,0.3716523647308349,0.3741579055786133,0.7882,0.784762810405414,0.7882,0.7839919320930937,0.0612521171569824,1.323282241821289,1.3845343589782717,0.0,-1.0103764533996582,False
25000,20,7,0.7814,0.7787504322784725,0.7814,0.776824346562936,0.0035164356231689,0.3721365928649902,0.3756530284881592,0.7814,0.7787504322784725,0.7814,0.776824346562936,0.0605111122131347,1.3556804656982422,1.416191577911377,0.0,-1.0405385494232178,False
25000,20,9,0.776,0.7718945791270954,0.776,0.7709908137255171,0.0043017864227294,0.3765478134155273,0.3808495998382568,0.776,0.7718945791270954,0.776,0.7709908137255171,0.0567452907562255,1.3632075786590576,1.4199528694152832,0.0,-1.0391032695770264,False
25000,20,11,0.7764,0.7718398123695772,0.7764,0.7705576019846625,0.003000259399414,0.3869767189025879,0.3899769783020019,0.7764,0.7718398123695772,0.7764,0.7705576019846625,0.0714116096496582,1.40691876411438,1.478330373764038,0.0,-1.088353395462036,False
25000,20,15,0.765,0.7589865953048399,0.765,0.7582148814626078,0.0040004253387451,0.4867594242095947,0.4907598495483398,0.765,0.7589865953048399,0.765,0.7582148814626078,0.0677623748779296,1.4570014476776123,1.524763822555542,0.0,-1.034003973007202,False
25000,30,3,0.8032,0.800952975312184,0.8032,0.8012662983912539,0.0039980411529541,0.3966951370239258,0.4006931781768799,0.8032,0.800952975312184,0.8032,0.8012662983912539,0.0919146537780761,1.5492470264434814,1.6411616802215576,0.0,-1.2404685020446775,False
25000,30,5,0.802,0.8002002961279544,0.802,0.7990658723452694,0.0030007362365722,0.3862030506134033,0.3892037868499756,0.802,0.8002002961279544,0.802,0.7990658723452694,0.0883324146270752,1.4565308094024658,1.544863224029541,0.0,-1.1556594371795654,False
25000,30,7,0.7984,0.7956703190656326,0.7984,0.7946448074953623,0.003584861755371,0.414480447769165,0.4180653095245361,0.7984,0.7956703190656326,0.7984,0.7946448074953623,0.087853193283081,1.4767732620239258,1.5646264553070068,0.0,-1.1465611457824707,False
25000,30,9,0.7884,0.7842903370210306,0.7884,0.7836672906562165,0.0039980411529541,0.3961913585662842,0.4001893997192383,0.7884,0.7842903370210306,0.7884,0.7836672906562165,0.0871384143829345,1.5359277725219729,1.6230661869049072,0.0,-1.222876787185669,False
25000,30,11,0.7808,0.7770667221323754,0.7808,0.7755364365939097,0.0045139789581298,0.3835306167602539,0.3880445957183838,0.7808,0.7770667221323754,0.7808,0.7755364365939097,0.0868828296661377,1.4374020099639893,1.524284839630127,0.0,-1.1362402439117432,False
25000,30,15,0.7726,0.7685581544141908,0.7726,0.766242766767174,0.004390001296997,0.4314820766448974,0.4358720779418945,0.7726,0.7685581544141908,0.7726,0.766242766767174,0.0919780731201171,1.41731858253479,1.5092966556549072,0.0,-1.0734245777130127,False
25000,40,3,0.7986,0.7962519685141021,0.7986,0.7965719946164551,0.005007266998291,0.3836970329284668,0.3887042999267578,0.7986,0.7962519685141021,0.7986,0.7965719946164551,0.1133522987365722,1.5449464321136477,1.6582987308502195,0.0,-1.269594430923462,False
25000,40,5,0.7942,0.790958996186379,0.7942,0.7902498316809244,0.0045239925384521,0.3888146877288818,0.393338680267334,0.7942,0.790958996186379,0.7942,0.7902498316809244,0.1165544986724853,1.6017839908599854,1.7183384895324707,0.0,-1.3249998092651367,False
25000,40,7,0.7894,0.7874324467253427,0.7894,0.7850320012204456,0.00514817237854,0.401228666305542,0.406376838684082,0.7894,0.7874324467253427,0.7894,0.7850320012204456,0.1191959381103515,1.68609356880188,1.8052895069122317,0.0,-1.3989126682281494,False
25000,40,9,0.7778,0.7747576571016213,0.7778,0.7724170105388931,0.0050001144409179,0.4007549285888672,0.4057550430297851,0.7778,0.7747576571016213,0.7778,0.7724170105388931,0.1155014038085937,1.618506669998169,1.7340080738067627,0.0,-1.3282530307769775,False
25000,40,11,0.7758,0.7728901258558074,0.7758,0.7697492931803122,0.003511905670166,0.4426436424255371,0.4461555480957031,0.7758,0.7728901258558074,0.7758,0.7697492931803122,0.118779182434082,1.594923734664917,1.713702917098999,0.0,-1.267547369003296,False
25000,40,15,0.7634,0.7621530939296157,0.7634,0.7560538931315794,0.0051939487457275,0.4163520336151123,0.4215459823608398,0.7634,0.7621530939296157,0.7634,0.7560538931315794,0.1169686317443847,1.6432549953460691,1.760223627090454,0.0,-1.3386776447296145,False
25000,54,3,0.8004,0.7979938591665552,0.8004,0.7982765693092614,0.0065124034881591,0.4282577037811279,0.4347701072692871,0.8004,0.7979938591665552,0.8004,0.7982765693092614,0.1605198383331298,1.6685802936553955,1.8291001319885252,0.0,-1.3943300247192385,False
25000,54,5,0.7958,0.792561466114138,0.7958,0.7918001389883319,0.0065064430236816,0.4347858428955078,0.4412922859191894,0.7958,0.792561466114138,0.7958,0.7918001389883319,0.185312271118164,1.866039752960205,2.051352024078369,0.0,-1.6100597381591797,False
